,index,Title,Rank,World_Gross,Domestic_Gross,Domestic_Percentage,Foreign_Gross,Foreign_Percentage,Year,Distributor,Domestic_Opening,Budget,Release_Month,Rating,Runtime,Markets,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Musical,Mystery,Romance,SciFi,Sport,Thriller,War,Western,Paramount Pictures,Sony Pictures Entertainment (SPE),Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.
405,626,Dinosaur,411,349822765,137748063.0,39.4,212074702,60.6,2000,Walt Disney Studios Motion Pictures,38854851.0,127500000.0,5.0,PG,82.0,50.45238095238095,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
406,627,Mary Poppins Returns,412,349546142,171958438.0,49.2,177587704,50.8,2018,Walt Disney Studios Motion Pictures,23523121.0,130000000.0,12.0,PG,130.0,53.0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
407,628,Deep Impact,413,349464664,140464664.0,40.2,209000000,59.8,1998,Paramount Pictures,41152375.0,90344416.66666667,5.0,PG13,120.0,53.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
408,629,The Lorax,414,348840316,214030500.0,61.4,134809816,38.6,2012,Universal Pictures,70217070.0,70000000.0,3.0,PG,86.0,56.0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
409,630,The Maze Runner,415,348319861,102427862.0,29.4,245891999,70.6,2014,Twentieth Century Fox,32512804.0,34000000.0,9.0,PG13,113.0,56.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
410,631,The Smurfs 2,416,347545360,71017784.0,20.4,276527576,79.6,2013,Sony Pictures Entertainment (SPE),17548389.0,105000000.0,7.0,PG,105.0,56.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
411,632,National Treasure,417,347512318,173008894.0,49.8,174503424,50.2,2004,Walt Disney Studios Motion Pictures,35142554.0,100000000.0,11.0,PG,131.0,56.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
412,633,Rush Hour 2,418,347325802,226164286.0,65.1,121161516,34.9,2001,New Line Cinema,67408222.0,90000000.0,8.0,PG13,90.0,56.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
413,634,Trolls,419,346864886,153707064.0,44.3,193157822,55.7,2016,Twentieth Century Fox,46581142.0,125000000.0,10.0,PG,92.0,53.0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
414,635,xXx: Return of Xander Cage,420,346118277,44898413.0,13.0,301219864,87.0,2017,Paramount Pictures,20130142.0,85000000.0,1.0,PG13,107.0,53.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
415,636,Pocahontas,421,346079773,141579773.0,40.9,204500000,59.1,1995,Walt Disney Studios Motion Pictures,2689714.0,90344416.66666667,6.0,G,81.0,50.45238095238095,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
416,637,How the Grinch Stole Christmas,422,345573032,260465005.0,75.4,85108027,24.6,2000,Universal Pictures,55082330.0,123000000.0,11.0,PG,104.0,6.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
417,638,Star Trek Beyond,423,343471816,158848340.0,46.2,184623476,53.8,2016,Paramount Pictures,59253211.0,185000000.0,7.0,PG13,122.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
418,639,Alvin and the Chipmunks: Chipwrecked,424,342695435,133110742.0,38.8,209584693,61.2,2011,Twentieth Century Fox,23244744.0,75000000.0,12.0,G,87.0,6.0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
419,640,Wanted,425,342463063,134508551.0,39.3,207954512,60.7,2008,Universal Pictures,50927085.0,75000000.0,6.0,R,110.0,6.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
420,641,The Flintstones,426,341631208,130531208.0,38.2,211100000,61.8,1994,Universal Pictures,29688730.0,46000000.0,5.0,PG,91.0,6.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
421,642,A Quiet Place,427,340952971,188024361.0,55.2,152928610,44.8,2018,Paramount Pictures,50203562.0,17000000.0,4.0,PG13,90.0,57.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
422,643,Enchanted,428,340487836,127807262.0,37.5,212680574,62.5,2007,Walt Disney Studios Motion Pictures,34440317.0,85000000.0,11.0,PG,107.0,62.0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
423,644,Over the Hedge,429,339795890,155019340.0,45.6,184776550,54.4,2006,DreamWorks,38457003.0,90344416.66666667,5.0,PG,83.0,62.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,645,300: Rise of an Empire,430,337580051,106580051.0,31.6,231000000,68.4,2014,Warner Bros.,45038460.0,110000000.0,3.0,R,102.0,62.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
425,646,Batman Forever,431,336567158,184069126.0,54.7,152498032,45.3,1995,Warner Bros.,52784433.0,100000000.0,6.0,PG13,121.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
426,647,Prince of Persia: The Sands of Time,432,336365676,90759676.0,27.0,245606000,73.0,2009,Walt Disney Studios Motion Pictures,30095259.0,200000000.0,7.0,PG13,116.0,50.45238095238095,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
427,648,The Curious Case of Benjamin Button,433,335802786,127509326.0,38.0,208293460,62.0,2008,Paramount Pictures,26853816.0,150000000.0,12.0,PG13,166.0,50.45238095238095,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
428,649,Journey 2: The Mysterious Island,434,335260290,103860290.0,31.0,231400000,69.0,2012,Warner Bros.,27335363.0,79000000.0,1.0,PG,94.0,50.45238095238095,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
429,650,The Rock,435,335062621,134069511.0,40.0,200993110,60.0,1996,Walt Disney Studios Motion Pictures,25069525.0,75000000.0,6.0,R,136.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
430,651,The Great Wall,436,334933831,45540830.0,13.6,289393001,86.4,2016,Universal Pictures,18469620.0,150000000.0,12.0,PG13,103.0,50.45238095238095,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
431,652,Now You See Me 2,437,334897606,65075540.0,19.4,269822066,80.6,2016,Lionsgate,22383146.0,90344416.66666667,6.0,PG13,129.0,50.45238095238095,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
432,653,Never Say Die,438,334530869,142139839.41702494,41.696187175043335,334530869,100.0,2017,,37095965.9287576,90344416.66666667,9.0,,100.0,50.45238095238095,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
433,654,Fantastic Four,439,333535934,154696080.0,46.4,178839854,53.6,2005,Twentieth Century Fox,56061504.0,100000000.0,7.0,PG13,106.0,50.45238095238095,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
434,656,Indiana Jones and the Temple of Doom,440,333107271,179870271.0,54.0,153237000,46.0,1984,Paramount Pictures,25337110.0,28000000.0,5.0,,118.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
435,657,Tomorrow Never Dies,441,333011068,125304276.0,37.6,207706792,62.4,1997,MetroGoldwynMayer (MGM),25143007.0,90344416.66666667,12.0,PG13,119.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
436,658,Back to the Future Part II,442,332500002,119000002.0,35.8,213500000,64.2,1989,Universal Pictures,27835125.0,40000000.0,11.0,,108.0,50.45238095238095,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
437,659,The Good Dinosaur,443,332207671,123087120.0,37.0,209120551,63.0,2015,Walt Disney Studios Motion Pictures,39155217.0,90344416.66666667,11.0,PG,93.0,50.45238095238095,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
438,660,Free Guy,444,331503757,121626598.0,36.7,209877159,63.3,2021,20th Century Studios,28365416.0,90344416.66666667,8.0,PG13,115.0,50.45238095238095,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
439,661,22 Jump Street,445,331333876,191719337.0,57.9,139614539,42.1,2014,Sony Pictures Entertainment (SPE),57071445.0,50000000.0,6.0,R,112.0,50.45238095238095,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
440,662,Meet the Parents,446,330444045,166244045.0,50.3,164200000,49.7,2000,Universal Pictures,28623300.0,55000000.0,10.0,PG13,108.0,50.45238095238095,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
441,663,Who Framed Roger Rabbit,447,329803958,156452370.0,47.4,173351588,52.6,1988,Walt Disney Studios Motion Pictures,11226239.0,70000000.0,6.0,,104.0,50.45238095238095,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
442,664,Black Swan,448,329398046,106954678.0,32.5,222443368,67.5,2010,Fox Searchlight Pictures,1443809.0,13000000.0,12.0,R,108.0,50.45238095238095,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
443,665,The Perfect Storm,449,328718434,182618434.0,55.6,146100000,44.4,2000,Warner Bros.,41325042.0,140000000.0,6.0,PG13,130.0,50.45238095238095,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
444,666,Crocodile Dundee,450,328203506,174803506.0,53.3,153400000,46.7,1986,Paramount Pictures,8038855.0,90344416.66666667,9.0,,97.0,50.45238095238095,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
445,667,Crazy Alien,451,327598891,142139839.41702494,41.696187175043335,327598891,100.0,2019,,37095965.9287576,90344416.66666667,2.0,,116.0,50.45238095238095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
446,668,Se7en,452,327333559,100125643.0,30.6,227207916,69.4,1995,New Line Cinema,13949807.0,33000000.0,9.0,R,127.0,50.45238095238095,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
447,669,John Wick: Chapter 3  Parabellum,453,327281779,171015687.0,52.2,156266092,47.8,2019,Lionsgate,56818067.0,75000000.0,5.0,R,130.0,76.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
448,670,The Devil Wears Prada,454,326706115,124740460.0,38.2,201965655,61.8,2006,Twentieth Century Fox,27537244.0,35000000.0,6.0,PG13,109.0,72.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
449,671,Taken 3,455,326479141,89256424.0,27.3,237222717,72.7,2015,Twentieth Century Fox,39201657.0,48000000.0,1.0,PG13,108.0,72.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
450,672,The Hunchback of Notre Dame,456,325338851,100138851.0,30.8,225200000,69.2,1996,Walt Disney Studios Motion Pictures,21037414.0,100000000.0,6.0,,91.0,72.0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
451,673,A Christmas Carol,457,325286646,137855863.0,42.4,187430783,57.6,2009,Walt Disney Studios Motion Pictures,30051075.0,200000000.0,9.0,PG,96.0,72.0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
452,674,The SpongeBob Movie: Sponge Out of Water,458,325186032,162994032.0,50.1,162192000,49.9,2015,Paramount Pictures,55365012.0,74000000.0,1.0,PG,92.0,72.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
453,675,Schindler's List,459,322161245,96898818.0,30.1,225262427,69.9,1993,Universal Pictures,656636.0,22000000.0,12.0,R,195.0,50.45238095238095,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
454,676,Megamind,460,321885765,148415853.0,46.1,173469912,53.9,2010,DreamWorks,46016833.0,130000000.0,10.0,PG,95.0,50.45238095238095,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
455,677,The Conjuring 2,461,321788219,102470008.0,31.8,219318211,68.2,2016,Warner Bros.,40406314.0,40000000.0,6.0,R,134.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
456,678,Green Book,462,321752656,85080171.0,26.4,236672485,73.6,2018,Universal Pictures,320429.0,23000000.0,11.0,PG13,130.0,42.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
457,679,Lethal Weapon 3,463,321731527,144731527.0,45.0,177000000,55.0,1992,Warner Bros.,33243086.0,35000000.0,5.0,R,118.0,42.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
458,680,The Ugly Truth,464,321682600,88915214.0,27.6,232767386,72.4,2009,Sony Pictures Entertainment (SPE),27605576.0,38000000.0,2.0,R,96.0,76.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
459,681,Robin Hood,465,321669741,105269730.0,32.7,216400011,67.3,2010,Universal Pictures,36063385.0,200000000.0,5.0,PG13,140.0,76.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
460,682,Inglourious Basterds,466,321457747,120540719.0,37.5,200917028,62.5,2009,The Weinstein Company,38054676.0,70000000.0,8.0,R,153.0,61.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
461,683,101 Dalmatians,467,320689294,136189294.0,42.5,184500000,57.5,1996,Walt Disney Studios Motion Pictures,33504025.0,90344416.66666667,11.0,,103.0,61.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462,684,The Conjuring,468,320334096,137400141.0,42.9,182933955,57.1,2013,Warner Bros.,41855326.0,20000000.0,7.0,R,112.0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
463,685,Fatal Attraction,469,320145693,156645693.0,48.9,163500000,51.1,1987,Paramount Pictures,7602740.0,90344416.66666667,9.0,,119.0,53.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
464,686,Sonic the Hedgehog,470,319715683,148974665.0,46.6,170741018,53.4,2020,Paramount Pictures,58018348.0,85000000.0,2.0,PG,99.0,53.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
465,687,The Last Airbender,471,319713881,131772187.0,41.2,187941694,58.8,2010,Paramount Pictures,40325019.0,150000000.0,7.0,PG,103.0,53.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
466,688,The Proposal,472,317375031,163958031.0,51.7,153417000,48.3,2009,Walt Disney Studios Motion Pictures,33627598.0,40000000.0,6.0,PG13,108.0,53.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
467,689,A Beautiful Mind,473,316791257,170742341.0,53.9,146048916,46.1,2001,Universal Pictures,367151.0,58000000.0,12.0,PG13,135.0,23.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
468,690,Beverly Hills Cop,474,316360478,234760478.0,74.2,81600000,25.8,1984,Paramount Pictures,15214805.0,90344416.66666667,12.0,,105.0,50.45238095238095,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
469,691,Air Force One,475,315156409,172956409.0,54.9,142200000,45.1,1997,Sony Pictures Entertainment (SPE),37132505.0,85000000.0,7.0,R,124.0,50.45238095238095,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
470,692,The Expendables 2,476,314975955,85028192.0,27.0,229947763,73.0,2012,Lionsgate,28591370.0,100000000.0,8.0,R,103.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
471,693,Chicken Little,477,314432837,135386665.0,43.1,179046172,56.9,2005,Walt Disney Studios Motion Pictures,40049778.0,150000000.0,11.0,G,81.0,50.45238095238095,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
472,694,The Polar Express,478,314215454,187935490.0,59.8,126279964,40.2,2004,Warner Bros.,23323463.0,165000000.0,11.0,,100.0,42.0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
473,695,As Good as It Gets,479,314178011,148478011.0,47.3,165700000,52.7,1997,Sony Pictures Entertainment (SPE),12606928.0,50000000.0,12.0,PG13,139.0,50.45238095238095,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
474,696,Maze Runner: The Scorch Trials,480,312296056,81697192.0,26.2,230598864,73.8,2015,Twentieth Century Fox,30316510.0,61000000.0,9.0,PG13,131.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
475,697,Resident Evil: The Final Chapter,481,312242626,26830068.0,8.6,285412558,91.4,2016,Screen Gems,13601682.0,40000000.0,12.0,R,107.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
476,698,Austin Powers: The Spy Who Shagged Me,482,312016928,206040086.0,66.0,105976842,34.0,1999,New Line Cinema,17981900.0,33000000.0,6.0,PG13,95.0,50.45238095238095,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,699,The Lego Batman Movie,483,311950384,175750384.0,56.3,136200000,43.7,2017,Warner Bros.,53003468.0,80000000.0,2.0,PG,104.0,50.45238095238095,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
478,700,Knives Out,484,311605581,165363234.0,53.1,146242347,46.9,2019,Lionsgate,26769548.0,40000000.0,11.0,PG13,130.0,50.45238095238095,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
479,701,Ocean's Thirteen,485,311312624,117154724.0,37.6,194157900,62.4,2007,Warner Bros.,36133403.0,90344416.66666667,6.0,PG13,122.0,50.45238095238095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
480,702,Little Fockers,486,310650585,148438600.0,47.8,162211985,52.2,2010,Universal Pictures,30833665.0,100000000.0,12.0,PG13,98.0,50.45238095238095,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
481,703,Bolt,487,309979994,114053579.0,36.8,195926415,63.2,2008,Walt Disney Studios Motion Pictures,26223128.0,150000000.0,11.0,PG,96.0,50.45238095238095,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
482,704,Ransom,488,309492681,136492681.0,44.1,173000000,55.9,1996,Walt Disney Studios Motion Pictures,34216088.0,90344416.66666667,11.0,R,121.0,50.45238095238095,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
483,705,Runaway Bride,489,309460292,152257509.0,49.2,157202783,50.8,1999,Paramount Pictures,35055556.0,70000000.0,7.0,PG,116.0,50.45238095238095,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
484,706,The Blind Side,490,309208309,255959475.0,82.8,53248834,17.2,2009,Warner Bros.,34119372.0,29000000.0,11.0,PG13,129.0,50.45238095238095,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
485,707,The ExFile 3: The Return of The Exes,491,307592427,838959.0,0.3,306753468,99.7,2017,China Lion Film Distribution,125291.0,90344416.66666667,12.0,,120.0,50.45238095238095,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
486,708,The Fault in Our Stars,492,307166834,124872350.0,40.6,182294484,59.4,2014,Twentieth Century Fox,48002523.0,12000000.0,6.0,PG13,126.0,53.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
487,709,The Pursuit of Happyness,493,307127625,163566459.0,53.3,143561166,46.7,2006,Sony Pictures Entertainment (SPE),26541709.0,55000000.0,12.0,PG13,117.0,53.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
488,710,Rise of the Guardians,494,306941670,103412758.0,33.7,203528912,66.3,2012,DreamWorks,23773465.0,145000000.0,11.0,PG,97.0,53.0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,711,Close Encounters of the Third Kind,495,306889114,135189114.0,44.0,171700000,56.0,1977,Columbia Pictures,37095965.9287576,20000000.0,11.0,,138.0,50.45238095238095,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
490,712,Chicago,496,306776732,170687518.0,55.6,136089214,44.4,2002,Miramax,2074929.0,45000000.0,2.0,PG13,113.0,50.45238095238095,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
491,713,Annabelle: Creation,497,306515884,102092201.0,33.3,204423683,66.7,2017,Warner Bros.,35006404.0,15000000.0,8.0,R,109.0,50.45238095238095,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
492,714,Wonder,498,306209289,132422809.0,43.2,173786480,56.8,2017,Lionsgate,27547866.0,90344416.66666667,10.0,PG,113.0,73.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,715,Skyscraper,499,304868961,68420120.0,22.4,236448841,77.6,2018,Universal Pictures,24905015.0,125000000.0,7.0,PG13,102.0,66.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
494,716,A Good Day to Die Hard,500,304654182,67349198.0,22.1,237304984,77.9,2013,Twentieth Century Fox,24834845.0,92000000.0,2.0,R,98.0,66.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
495,717,Mulan,501,304320254,120620254.0,39.6,183700000,60.4,1998,Walt Disney Studios Motion Pictures,22745143.0,90344416.66666667,6.0,,88.0,66.0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
496,718,Dangal,502,303723636,12391761.0,4.1,291331875,95.9,2016,UTV Motion Pictures,3248481.0,90344416.66666667,12.0,,161.0,66.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
497,719,Passengers,503,303144152,100014699.0,33.0,203129453,67.0,2016,Sony Pictures Entertainment (SPE),14869736.0,110000000.0,12.0,PG13,116.0,66.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
498,720,Battleship,504,303025485,65422625.0,21.6,237602860,78.4,2012,Universal Pictures,25534825.0,209000000.0,4.0,PG13,131.0,66.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
499,721,Liar Liar,505,302710615,181410615.0,59.9,121300000,40.1,1997,Universal Pictures,31423025.0,90344416.66666667,3.0,PG13,86.0,66.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
500,722,G.I. Joe: The Rise of Cobra,506,302469017,150201498.0,49.7,152267519,50.3,2009,Paramount Pictures,54713046.0,175000000.0,8.0,PG13,118.0,66.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
501,723,Wrath of the Titans,507,301970083,83670083.0,27.7,218300000,72.3,2012,Warner Bros.,33457188.0,150000000.0,3.0,PG13,99.0,66.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
502,724,Fantastic 4: Rise of the Silver Surfer,508,301913131,131921738.0,43.7,169991393,56.3,2007,Twentieth Century Fox,58051684.0,130000000.0,6.0,PG,92.0,66.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
503,725,Hook,509,300854823,119654823.0,39.8,181200000,60.2,1991,TriStar Pictures,13522535.0,70000000.0,12.0,,142.0,50.45238095238095,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,726,Rocky IV,510,300473716,127873716.0,42.6,172600000,57.4,1985,United Artists,19991537.0,90344416.66666667,11.0,PG,91.0,50.45238095238095,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
505,727,Superman,511,300451603,134451603.0,44.8,166000000,55.2,1978,Warner Bros.,7465343.0,55000000.0,12.0,PG,143.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
506,728,Rambo: First Blood Part II,512,300400432,150415432.0,50.1,149985000,49.9,1985,TriStar Pictures,20176217.0,90344416.66666667,5.0,,96.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
507,729,Resident Evil: Afterlife,513,300228084,60128566.0,20.0,240099518,80.0,2010,Screen Gems,26650264.0,60000000.0,9.0,R,96.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
508,730,Van Helsing,514,300157638,120177084.0,40.0,179980554,60.0,2004,Universal Pictures,51748040.0,160000000.0,5.0,PG13,131.0,50.45238095238095,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
509,731,Stuart Little,515,300135367,140035367.0,46.7,160100000,53.3,1999,Sony Pictures Entertainment (SPE),15018223.0,133000000.0,12.0,PG,84.0,50.45238095238095,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
